relative_path,bytes,sha256
assets/415lesson0thumb.png,49484,ff8bb9584eeee3ae73008537c2c895d94df560fc5a6d5d7539bafa0259bb0005
assets/415lesson10thumb.png,49679,c6ff6c636ce048a052978314eac60678d049e0353dbdc5cd05c609c13ec3a1a4
assets/415lesson11thumb.png,48754,b94119b2f37a8a2e014bfc454eb13160e5fff6363c594892d2fba5b18e5b6705
assets/415lesson12thumb.png,49543,5cca34aedc96a2cd7e280153d845226fb3805dfde24d833d37345aaeb1b4d2a7
assets/415lesson1thumb.png,48695,2cf006d5cad78f56c9669d95cb9c17874e6cefd68c184749e21534ba0ee2e9e8
assets/415lesson2thumb.png,49530,9102cea74ff5dc9ed094075fd0191908d1b09e555a717691cd09ebbf1b1440f6
assets/415lesson3thumb.png,49650,72dfefda630e43ecd5542931d441c9f60ed2021f3bc4b08a676e4d933a81b9b8
assets/415lesson4thumb.png,48937,55df9e8f2c735fc720ebce0402e86b0c1f17873c47d9907fa5b007eb9d826108
assets/415lesson5thumb.png,49497,d6223edeb6ba6b8e30015942adc32878370c2843ba90d800cd472b7754f83e4d
assets/415lesson6thumb.png,49650,d0051d83bc3fdfb62d6325de26069575512f3ba4956738e0775d31150c7d8ec5
assets/415lesson7thumb.png,49160,d0ba27a5fe130008d7dfd98f4a7e026755562b9b41afe40ad3f6e360b8f908f5
assets/415lesson8thumb.png,49799,80e82a8f26360a35b90f04b78fb4efa607a8e51d58dada54f9bf3a7b6fd5f2a0
assets/415lesson9thumb.png,49638,96acde2a7923835b2ae1115f7c7a6616dc6b1b4ab834dc122620b42fe2d7452e
assets/MathJax/tex-svg.js,1704911,dba9c7e8646389650c445e0547023942bed229b3fdb9513b1c6c01237af0b81a
assets/reader.css,5771,8ab203e570068c9bd7cf71a904bdb49d15ff786200153598220fa1abd214e492
index.html,25942,1568833106b518ec256dc437f8326fd20ab3a03c0be009af7e596d522f1726c0
Lesson00.html,67152,3c418e27c5c05cce694c107a2052df6899d699795659b8a7affb24c319c9aa42
licenses/index.html,2316,163dcb382adf816d9b2cccef4c8b8e22ab09043b0bf6e835e988ddd10da4101f
licenses/MathJax-3.1.2-LICENSE.txt,11358,cfc7749b96f63bd31c3c42b5c471bf756814053e847c10f3eb003417bc523d30
