segment_id,document_id,component_id,section_id,source_sha256,source_text,target_text,status
O006-PSU-010-S0001,O006-PSU-010,Lesson09,,cb4ad503e340ebd1a921e3ed6dcbfc0a80660936d8bfc9d190f70694b9ccb51b,Lessons,Pelajaran,translated
O006-PSU-010-S0002,O006-PSU-010,Lesson09,,6ee64035ea194af51b4e2411fb012572f8d34744f6bb265174dc0c4746592a5f,Hypothesis Tests (Part I),Uji Hipotesis (Bagian I),translated
O006-PSU-010-S0003,O006-PSU-010,Lesson09,,6ee64035ea194af51b4e2411fb012572f8d34744f6bb265174dc0c4746592a5f,Hypothesis Tests (Part I),Uji Hipotesis (Bagian I),translated
O006-PSU-010-S0004,O006-PSU-010,Lesson09,,ebf11f927da2029a49cbac75d5b1ef4d542ad7e20354b2d878d0093600092c7c,Hypothesis Tests,Uji Hipotesis,translated
O006-PSU-010-S0005,O006-PSU-010,Lesson09,,a1a085e3849afa37bb917d49e092e67400801d01b978ec2f84125e9e6d00ad0d,Tests about Proportions,Uji Proporsi,translated
O006-PSU-010-S0006,O006-PSU-010,Lesson09,,7e6cc9a8c6750304536fe75fbe8c44a4da5934b1c3cb3211f0a1387b95670ef3,Tests about one Mean,Uji Satu Rataan,translated
O006-PSU-010-S0007,O006-PSU-010,Lesson09,,a1d5b41c5f658bf4fd746c0637618ed68f32959799894b502b32d8a5bc294156,P-Value,Nilai-p,translated
O006-PSU-010-S0008,O006-PSU-010,Lesson09,overview,d4b1ea5708dd532930a85188b45aff6f0a3ed458500c7577e0127a538eb0d100,Overview,Gambaran Umum,translated
O006-PSU-010-S0009,O006-PSU-010,Lesson09,overview,e10c13a76a31ef416859983d25de54a2a780bedd195a2e3dcf70fde00ecc83dc,"In the previous sections, we developed statistical methods, primarily in the form of confidence intervals, for answering the question “what is the value of the parameter ","Pada bagian-bagian sebelumnya, kita mengembangkan metode statistika, terutama berupa selang kepercayaan, untuk menjawab pertanyaan “berapakah nilai parameter ",translated
O006-PSU-010-S0010,O006-PSU-010,Lesson09,overview,f35686228766fa145434a98f0d6ab0d1886a429d244488872b3d80561b864df5,"?” In this section, we’ll learn how to answer a slightly different question, namely “is the value of the parameter ","?” Pada bagian ini, kita akan mempelajari cara menjawab pertanyaan yang sedikit berbeda, yaitu “apakah nilai parameter ",translated
O006-PSU-010-S0011,O006-PSU-010,Lesson09,overview,51a02cadf103508c8f46ee1b59bf94d2afcd9bcc0ca2127ed00cb50cb9806707," such and such?” For example, rather than attempting to estimate "," adalah nilai tertentu?” Sebagai contoh, alih-alih mencoba menduga ",translated
O006-PSU-010-S0012,O006-PSU-010,Lesson09,overview,27cdbf7b76e3230798653b678f35a66bfb7ffc7d5776f87e9427f0967fe014f6,", the mean body temperature of adults, we might be interested in testing whether ",", rataan suhu tubuh orang dewasa, kita mungkin tertarik untuk menguji apakah ",translated
O006-PSU-010-S0013,O006-PSU-010,Lesson09,overview,2bd31fbe01a6414c61e6e6aa92fb11c65d11103c26a603d7fe5c0edb0ae3a899,", the mean body temperature of adults, is really 37 degrees Celsius. We’ll attempt to answer such questions using a statistical method known as hypothesis testing.",", rataan suhu tubuh orang dewasa, benar-benar 37 derajat Celsius. Kita akan mencoba menjawab pertanyaan semacam itu dengan metode statistika yang dikenal sebagai pengujian hipotesis.",translated
O006-PSU-010-S0014,O006-PSU-010,Lesson09,objectives,eba92953899468e3f79c084370cc455f39c256e77b5277ff480e3384ff9ecc27,Objectives,Tujuan,translated
O006-PSU-010-S0015,O006-PSU-010,Lesson09,objectives,25aef8be8be2a587942663b20614423b057589f18636ba6d72bd7bf691a84629,"Upon completion of this lesson, you should be able to:","Setelah menyelesaikan pelajaran ini, Anda diharapkan mampu:",translated
O006-PSU-010-S0016,O006-PSU-010,Lesson09,objectives,005badaa3b18fd672514669a5e3a268570971c542e318bd8394b41509b0e6403,"Construct a hypothesis test using the distribution of an estimator,","Menyusun uji hipotesis dengan menggunakan distribusi suatu penduga,",translated
O006-PSU-010-S0017,O006-PSU-010,Lesson09,objectives,eb0f0d84493b4ab3d699f51a48b6bd925f49aeb7bbff759ef4c19e899ae99079,"Make conclusions of test using the p-value approach,","Menarik kesimpulan pengujian dengan pendekatan nilai-p,",translated
O006-PSU-010-S0018,O006-PSU-010,Lesson09,objectives,14bd71639e66f14b40203148db494b78629af00c61af5f2a367bec6d554ce64e,"Make conclusions of a test using the critical value approach,","Menarik kesimpulan pengujian dengan pendekatan nilai kritis,",translated
O006-PSU-010-S0019,O006-PSU-010,Lesson09,objectives,352ec3ee0ad682d84f9766b42630100f2813569a55021dfe843aac4f5e649c2e,"Clearly interpret the results of a hypothesis test, and","Menafsirkan dengan jelas hasil uji hipotesis, dan",translated
O006-PSU-010-S0020,O006-PSU-010,Lesson09,objectives,b8d746729cb1485c0023fe37c4517dd5cc4c67bb84e713154d05594eafc2e32b,Clearly interpret the types of errors and their respective probabilities.,Menafsirkan dengan jelas jenis-jenis galat beserta peluangnya masing-masing.,translated
O006-PSU-010-S0021,O006-PSU-010,Lesson09,introduction-to-hypothesis-tests,f7014a31b4c1fca0e18cd30a5558e05eb54256385d7c60cbe2e58e025287b04d, Introduction to Hypothesis Tests, Pengantar Uji Hipotesis,translated
O006-PSU-010-S0022,O006-PSU-010,Lesson09,basic-terms,639cb7324d6252b2e5a9511c27ca8add781760ca1a7ff764fcda07c8b4756d49, Basic Terms, Istilah Dasar,translated
O006-PSU-010-S0023,O006-PSU-010,Lesson09,basic-terms,fb268a3dcf0fd2cc9b88a10420b2c256cd9955208bab77491cf6b96381c8806a,"Before we get into the statistical theory behind hypothesis tests, we first need to understand the basic terms.","Sebelum mempelajari teori statistika yang mendasari uji hipotesis, terlebih dahulu kita perlu memahami istilah-istilah dasarnya.",translated
