segment_id,document_id,component_id,section_id,source_sha256,source_text,target_text,status
O006-PSU-004-S0001,O006-PSU-004,Lesson03,,cb4ad503e340ebd1a921e3ed6dcbfc0a80660936d8bfc9d190f70694b9ccb51b,Lessons,Pelajaran,translated
O006-PSU-004-S0002,O006-PSU-004,Lesson03,,bc1026625a5d2407383a965242810e061becec830246d59c292880149decf029,Estimation (Part II),Pendugaan (Bagian II),translated
O006-PSU-004-S0003,O006-PSU-004,Lesson03,,bc1026625a5d2407383a965242810e061becec830246d59c292880149decf029,Estimation (Part II),Pendugaan (Bagian II),translated
O006-PSU-004-S0004,O006-PSU-004,Lesson03,,2ba51b28da5b3a4e834a788db58084caf1b37e52630af7cd05852b315dcb817f,Point Estimation,Pendugaan Titik,translated
O006-PSU-004-S0005,O006-PSU-004,Lesson03,,3aa98e8fe10c2baf025b4f445d10a432701a6fd01f49a880d162a6bf3084df0c,Unbiased Estimation,Pendugaan Tak Bias,translated
O006-PSU-004-S0006,O006-PSU-004,Lesson03,,5c2470002888bd8e7f0965f8d11c9e0ba6372a06eaad763b70d77b7dc029268d,Bias,Bias,translated
O006-PSU-004-S0007,O006-PSU-004,Lesson03,,6a99db7f7b3f908afd6b459725e38efdc31b65bc5fbc1abd3d9f2b76985ef088,Variance and Mean Square,Varians dan Rataan Kuadrat,translated
O006-PSU-004-S0008,O006-PSU-004,Lesson03,,183ebddaaa90c204b6bb019d6c78a043efafc4348d28f675b047abe015711282,Factorization,Faktorisasi,translated
O006-PSU-004-S0009,O006-PSU-004,Lesson03,,c375e59facbffc276c02435a035c9b8cf7a9acda90503a636cc9f03c333802b0,Sufficiency,Kecukupan,translated
O006-PSU-004-S0010,O006-PSU-004,Lesson03,,6785164b561cbacfa7597f5e4af41d564dd21c0f54f04ca9094e07ecdd5bd644,Method of Moments,Metode Momen,translated
O006-PSU-004-S0011,O006-PSU-004,Lesson03,overview,d4b1ea5708dd532930a85188b45aff6f0a3ed458500c7577e0127a538eb0d100,Overview,Gambaran Umum,translated
O006-PSU-004-S0012,O006-PSU-004,Lesson03,overview,a00587e34645b3db60a85f1f3ccd51cb009bb53287eee52dd7b20414d9a227b4,"Building on the foundational concepts of point estimation from Lesson 2, this lesson delves deeper into the critical concept of sufficiency and introduces the method of moments as a technique for deriving estimators. You will explore how sufficient statistics capture all relevant information about a population parameter from sample data, using tools like the Factorization Theorem and the Exponential Criterion. Through examples involving Bernoulli, Poisson, normal, and exponential distributions, you will learn to identify sufficient statistics for both single and multiple parameters. Additionally, you will be introduced to the method of moments, a practical approach to estimating parameters by equating sample moments with their theoretical counterparts. By the end of this lesson, you will be equipped to evaluate and construct estimators with a deeper understanding of their properties, preparing you for advanced statistical inference techniques.","Berlandaskan konsep-konsep dasar pendugaan titik dari Pelajaran 2, pelajaran ini membahas lebih dalam konsep penting kecukupan dan memperkenalkan metode momen sebagai teknik untuk menurunkan penduga. Anda akan mempelajari bagaimana statistik cukup menangkap seluruh informasi yang relevan tentang suatu parameter populasi dari data sampel dengan menggunakan perangkat seperti Teorema Faktorisasi dan Kriteria Eksponensial. Melalui contoh-contoh yang melibatkan distribusi Bernoulli, Poisson, normal, dan eksponensial, Anda akan belajar mengidentifikasi statistik cukup bagi satu maupun beberapa parameter. Selain itu, Anda akan diperkenalkan dengan metode momen, yaitu pendekatan praktis untuk menduga parameter dengan menyamakan momen sampel dengan padanan teoretisnya. Pada akhir pelajaran ini, Anda akan mampu mengevaluasi dan menyusun penduga dengan pemahaman yang lebih mendalam mengenai sifat-sifatnya, sebagai persiapan untuk mempelajari teknik inferensi statistik tingkat lanjut.",translated
O006-PSU-004-S0013,O006-PSU-004,Lesson03,objectives,eba92953899468e3f79c084370cc455f39c256e77b5277ff480e3384ff9ecc27,Objectives,Tujuan,translated
O006-PSU-004-S0014,O006-PSU-004,Lesson03,objectives,25aef8be8be2a587942663b20614423b057589f18636ba6d72bd7bf691a84629,"Upon completion of this lesson, you should be able to:","Setelah menyelesaikan pelajaran ini, Anda diharapkan mampu:",translated
O006-PSU-004-S0015,O006-PSU-004,Lesson03,objectives,a0307f919e26bc8fd7fa2a338b3f3e5c0a8fedf632930cea6a291b6b27e537ff,"Apply the Factorization Theorem to identify a sufficient statistic for distributions with one parameter,","Menerapkan Teorema Faktorisasi untuk mengidentifikasi statistik cukup bagi distribusi berparameter tunggal,",translated
O006-PSU-004-S0016,O006-PSU-004,Lesson03,objectives,b2eb8fc23db58224cdf4f1d055806abb5c5e1f58b55660c811e28fc20016e31d,"Apply the Exponential Criterion to identify a sufficient statistic for distributions with one parameter, and","Menerapkan Kriteria Eksponensial untuk mengidentifikasi statistik cukup bagi distribusi berparameter tunggal, serta",translated
