segment_id,document_id,component_id,section_id,source_sha256,source_text,target_text,status
O006-PSU-005-S0001,O006-PSU-005,Lesson04,,cb4ad503e340ebd1a921e3ed6dcbfc0a80660936d8bfc9d190f70694b9ccb51b,Lessons,Pelajaran,translated
O006-PSU-005-S0002,O006-PSU-005,Lesson04,,5299854ba25e25d67359df589ca7285da3339b2c141a5aacffa7468a2751d35e,Maximum Likelihood Estimation (MLE) (Part I),Pendugaan Kemungkinan Maksimum (MLE) (Bagian I),translated
O006-PSU-005-S0003,O006-PSU-005,Lesson04,,5299854ba25e25d67359df589ca7285da3339b2c141a5aacffa7468a2751d35e,Maximum Likelihood Estimation (MLE) (Part I),Pendugaan Kemungkinan Maksimum (MLE) (Bagian I),translated
O006-PSU-005-S0004,O006-PSU-005,Lesson04,,6c957692dd428289fc1f0633dacabb3069351caa63ae0925a7ac148706f8f2fe,MLE,MLE,translated
O006-PSU-005-S0005,O006-PSU-005,Lesson04,,8c2574892063f995fdf756bce07f46c1a5193e54cd52837ed91e32008ccf41ac,R,R,translated
O006-PSU-005-S0006,O006-PSU-005,Lesson04,overview,d4b1ea5708dd532930a85188b45aff6f0a3ed458500c7577e0127a538eb0d100,Overview,Gambaran Umum,translated
O006-PSU-005-S0007,O006-PSU-005,Lesson04,overview,701910dfd516643806c02a2242f5213bcb81b89297153224b62916d56870eac2,"In the last lesson, we introduced a way of finding an estimator using the Method of Moments. In this lesson, we will introduce another method to find an estimator, finding an estimator by maximizing the likelihood.","Pada pelajaran sebelumnya, kita memperkenalkan cara menentukan penduga dengan Metode Momen. Pada pelajaran ini, kita akan memperkenalkan cara lain untuk menentukan penduga, yaitu dengan memaksimumkan fungsi kemungkinan.",translated
O006-PSU-005-S0008,O006-PSU-005,Lesson04,objectives,eba92953899468e3f79c084370cc455f39c256e77b5277ff480e3384ff9ecc27,Objectives,Tujuan,translated
O006-PSU-005-S0009,O006-PSU-005,Lesson04,objectives,25aef8be8be2a587942663b20614423b057589f18636ba6d72bd7bf691a84629,"Upon completion of this lesson, you should be able to:","Setelah menyelesaikan pelajaran ini, Anda diharapkan mampu:",translated
O006-PSU-005-S0010,O006-PSU-005,Lesson04,objectives,d9c76abec6fadf2e791bd9a7a9e27b4b31abd7d225ddc511cb90b0047564e339,"Write out the likelihood and loglikelihood functions for data from a specified probability model,","Menuliskan fungsi kemungkinan dan fungsi log-kemungkinan untuk data dari suatu model peluang tertentu,",translated
O006-PSU-005-S0011,O006-PSU-005,Lesson04,objectives,99cfc3a9b1280583a20accd0f2bcb827ee8ee252149566982b01ddc665513448,"Analytically calculate the maximum likelihood estimate (MLE) for a range of single parameter models where the data values are given,","Menghitung secara analitik nilai dugaan kemungkinan maksimum (MLE) untuk berbagai model berparameter tunggal ketika nilai datanya diberikan,",translated
