token_id,value_type,numeric_value,text_value,unit,display_format,source_file,source_selector,inference_basis,status
CP01_INF__COEF__FULL__AGE__CI95_GAUSSIAN_HI,float64,0.12487171,,MPa_per_day,fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=AGE,finite_sample_gaussian_conditional_on_fixed_X,VERIFIED_REPLAY
CP01_INF__COEF__FULL__AGE__CI95_GAUSSIAN_LO,float64,0.10357243,,MPa_per_day,fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=AGE,finite_sample_gaussian_conditional_on_fixed_X,VERIFIED_REPLAY
CP01_INF__COEF__FULL__AGE__CI95_HC3_HI,float64,0.13100961,,MPa_per_day,fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=AGE,asymptotic_HC3_normal,VERIFIED_REPLAY
CP01_INF__COEF__FULL__AGE__CI95_HC3_LO,float64,0.09743453,,MPa_per_day,fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=AGE,asymptotic_HC3_normal,VERIFIED_REPLAY
CP01_INF__COEF__FULL__AGE__DF,integer,1021,,df,integer,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=AGE,finite_sample_gaussian_conditional_on_fixed_X,VERIFIED_REPLAY
CP01_INF__COEF__FULL__AGE__ESTIMATE,float64,0.11422207,,MPa_per_day,fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=AGE,descriptive_estimate,VERIFIED_REPLAY
CP01_INF__COEF__FULL__AGE__P_GAUSSIAN,float64,5.78249124e-82,,p_value,scientific_or_fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=AGE,finite_sample_gaussian_conditional_on_fixed_X,VERIFIED_REPLAY
CP01_INF__COEF__FULL__AGE__P_HC3,float64,1.43787142e-40,,p_value,scientific_or_fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=AGE,asymptotic_HC3_normal,VERIFIED_REPLAY
CP01_INF__COEF__FULL__AGE__SE_GAUSSIAN,float64,0.00542715,,MPa_per_day,fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=AGE,finite_sample_gaussian_conditional_on_fixed_X,VERIFIED_REPLAY
CP01_INF__COEF__FULL__AGE__SE_HC3,float64,0.00856523,,MPa_per_day,fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=AGE,asymptotic_HC3_normal,VERIFIED_REPLAY
CP01_INF__COEF__FULL__AGE__T_GAUSSIAN,float64,21.04642624,,t_statistic,fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=AGE,finite_sample_gaussian_conditional_on_fixed_X,VERIFIED_REPLAY
CP01_INF__COEF__FULL__AGE__UNIT,text,,MPa_per_day,unit,text,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=AGE,metadata,VERIFIED_REPLAY
CP01_INF__COEF__FULL__AGE__Z_HC3,float64,13.33555164,,z_statistic,fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=AGE,asymptotic_HC3_normal,VERIFIED_REPLAY
CP01_INF__COEF__FULL__CEMENT__CI95_GAUSSIAN_HI,float64,0.13646225,,MPa_per_kg_per_m3,fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=CEMENT,finite_sample_gaussian_conditional_on_fixed_X,VERIFIED_REPLAY
CP01_INF__COEF__FULL__CEMENT__CI95_GAUSSIAN_LO,float64,0.10314642,,MPa_per_kg_per_m3,fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=CEMENT,finite_sample_gaussian_conditional_on_fixed_X,VERIFIED_REPLAY
CP01_INF__COEF__FULL__CEMENT__CI95_HC3_HI,float64,0.13805651,,MPa_per_kg_per_m3,fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=CEMENT,asymptotic_HC3_normal,VERIFIED_REPLAY
CP01_INF__COEF__FULL__CEMENT__CI95_HC3_LO,float64,0.10155216,,MPa_per_kg_per_m3,fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=CEMENT,asymptotic_HC3_normal,VERIFIED_REPLAY
CP01_INF__COEF__FULL__CEMENT__DF,integer,1021,,df,integer,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=CEMENT,finite_sample_gaussian_conditional_on_fixed_X,VERIFIED_REPLAY
CP01_INF__COEF__FULL__CEMENT__ESTIMATE,float64,0.11980433,,MPa_per_kg_per_m3,fixed_8,CP01_inference_coefficients.csv,model_id=FULL_ADDITIVE_RAW;term_id=CEMENT,descriptive_estimate,VERIFIED_REPLAY
