segment_id,document_id,component_id,section_id,source_sha256,source_text,target_text,status
O006-PSU-011-S0306,O006-PSU-011,Lesson10,calculating-sample-size,542356a8e8cc4051887418c8c1a30e1e85760847247ff0895f624d651eb1d3d5, Calculating Sample Size, Menghitung Ukuran Sampel,translated
O006-PSU-011-S0307,O006-PSU-011,Lesson10,calculating-sample-size,08b7e0560ea526a052d989dff42760e7b7c8da75c71dafe409c899b5a374976b,"Before we learn how to calculate the sample size that is necessary to achieve a hypothesis test with a certain power, it might behoove us to understand the effect that sample size has on power. Let’s investigate by returning to our IQ example.","Sebelum mempelajari cara menghitung ukuran sampel yang diperlukan agar suatu uji hipotesis memiliki kuasa uji tertentu, ada baiknya kita memahami pengaruh ukuran sampel terhadap kuasa uji. Mari kita selidiki dengan kembali ke contoh IQ kita.",translated
O006-PSU-011-S0308,O006-PSU-011,Lesson10,calculating-sample-size,424550070a9ed9c5e631d19c25f47fcea7969e364e94a25e85844c2af2c77b04,Example 10.8,Contoh 10.8,translated
O006-PSU-011-S0309,O006-PSU-011,Lesson10,calculating-sample-size,c99daa81da9a1194c3f4d33c7020a3736d3fa7de6904b5d7f1bd07ecffaf45cb, Let , Misalkan ,translated
O006-PSU-011-S0310,O006-PSU-011,Lesson10,calculating-sample-size,f3922553a8a18c52798f90b4714357010e9b3882e0b909f04fea37db025bb842," denote the IQ of a randomly selected adult American. Assume, a bit unrealistically again, that "," menyatakan IQ seorang warga Amerika dewasa yang dipilih secara acak. Asumsikan, sekali lagi dengan sedikit tidak realistis, bahwa ",translated
O006-PSU-011-S0311,O006-PSU-011,Lesson10,calculating-sample-size,ee7b864bc17caba2df1e466d7d55c474d0a27e6e89a84dd7221482d1b5014193, is normally distributed with unknown mean , berdistribusi Normal dengan rataan yang tidak diketahui ,translated
O006-PSU-011-S0312,O006-PSU-011,Lesson10,calculating-sample-size,ea7d32a601daa60143c0dab0d6a7d6e377b70b69a9f1ea442951b29c6c247602," and (a strangely known) standard deviation of 16. This time, instead of taking a random sample of "," dan simpangan baku (yang anehnya diketahui) sebesar 16. Kali ini, alih-alih mengambil sampel acak sebanyak ",translated
O006-PSU-011-S0313,O006-PSU-011,Lesson10,calculating-sample-size,4d2d9a98d5c89dbc7dfa6153e87334124c3566a5d0c89fd2064cf6b6cb8d2f23," students, let’s increase the sample size to ", mahasiswa—dengan catatan bahwa mahasiswa bukan dengan sendirinya kerangka sampel acak bagi populasi warga Amerika dewasa—mari kita tingkatkan ukuran sampel menjadi ,translated
O006-PSU-011-S0314,O006-PSU-011,Lesson10,calculating-sample-size,54ec1df51e34924533cdedd8ba6466e631df22c95589da93bec103ad441ef2cc,". And, while setting the probability of committing a Type I error to ",". Sementara itu, dengan menetapkan peluang melakukan galat tipe I sebesar ",translated
O006-PSU-011-S0315,O006-PSU-011,Lesson10,calculating-sample-size,a03b5462b6b691509adb432e7fd3f8ece5859341e2546406a305ef83e359daed,", test the null hypothesis ",", ujilah hipotesis nol ",translated
O006-PSU-011-S0316,O006-PSU-011,Lesson10,calculating-sample-size,9fc058d33411fe0cf3b8d653abba53966d19222781be9fcd6ea257288f5704e9, against the alternative hypothesis that , terhadap hipotesis alternatif bahwa ,translated
O006-PSU-011-S0317,O006-PSU-011,Lesson10,calculating-sample-size,ae21c2336460b23cd9a67060e53a7ec695e89c5665d5ca62f3c996a3d9520a62,What is the power of the hypothesis test when ,Berapakah kuasa uji hipotesis ketika ,translated
O006-PSU-011-S0318,O006-PSU-011,Lesson10,calculating-sample-size,0a63e3f63f232f0c18f3bfe678607aad0b9f7ac6c73e037f74c79c0b2ba103f8,", and ",", dan ",translated
O006-PSU-011-S0319,O006-PSU-011,Lesson10,solution-11,22927695994eab589c7601a6b15df4d9dc67c5aceb9a74cdb965444b9b8362a6,Solution,Solusi,translated
O006-PSU-011-S0320,O006-PSU-011,Lesson10,solution-11,8a485ee31948da620a044663fa8f033b019ac1eaeadb61fe17175977cd897090,Setting ,Menetapkan ,translated
O006-PSU-011-S0321,O006-PSU-011,Lesson10,solution-11,c2f95a566865f085e318df359077f89e0449e00f35098be379c194ffdbfac9c1,", the probability of committing a Type I error, to 0.05, implies that we should reject the null hypothesis when the test statistic ",", yaitu peluang melakukan galat tipe I, sebesar 0,05 berarti bahwa kita harus menolak hipotesis nol ketika statistik uji ",translated
O006-PSU-011-S0322,O006-PSU-011,Lesson10,solution-11,6128bd84206ccb079e0b2a81ad1bb3b31e83f2bcc1dc7968ebead18c18e93d9c,", or equivalently, when the observed sample mean is 103.29 or greater:",", atau secara ekuivalen, ketika rataan sampel teramati sebesar 103,29 atau lebih:",translated
O006-PSU-011-S0323,O006-PSU-011,Lesson10,solution-11,a01dd12f71b126f1c0b6a78e7821ed1851ed19b9e74aae95d29c76ac72b5c56d,"
Fig 10.14
","
Gbr. 10.14
",translated
O006-PSU-011-S0324,O006-PSU-011,Lesson10,solution-11,35f0ec30103e61b6dd096b18a8fcdef5c21abf7945c5a2b1e74519b6f28e4223,because:,karena:,translated
