segment_id,document_id,component_id,section_id,source_sha256,source_text,target_text,status
O006-PSU-012-S0049,O006-PSU-012,Lesson11,bayesian-estimation,5bf94c1ff5bcf1cf053dea0cee7a0bdaa9231c4d7f307e60e16b546548485406, Bayesian Estimation, Pendugaan Bayesian,translated
O006-PSU-012-S0050,O006-PSU-012,Lesson11,bayesian-estimation,951162427527b766c2429e67bd2b3b98b27c6954a790fdc21f010f9bc17c62e9,There’s one key difference between frequentist statisticians and Bayesian statisticians that we first need to acknowledge before we can even begin to talk about how a Bayesian might estimate a population parameter ,Ada satu perbedaan utama antara statistikawan frekuentis dan statistikawan Bayesian yang perlu kita akui sebelum kita bahkan dapat mulai membahas bagaimana seorang Bayesian dapat menduga suatu parameter populasi ,translated
O006-PSU-012-S0051,O006-PSU-012,Lesson11,bayesian-estimation,1b79c41470f0bbdd6e5313cbc629ba9443e8a0a35bfe099caf3f47917b0d4ae0,. The difference has to do with whether a statistician thinks of a parameter as some unknown constant or as a random variable. Let’s take a look at a simple example in an attempt to emphasize the difference.,. Perbedaan itu berkaitan dengan apakah seorang statistikawan memandang parameter sebagai suatu konstanta yang tidak diketahui atau sebagai peubah acak. Mari kita lihat sebuah contoh sederhana untuk menegaskan perbedaan tersebut.,translated
O006-PSU-012-S0052,O006-PSU-012,Lesson11,bayesian-estimation,903fad01fbf271565130a7c1b6f58b2a02456abe54679693ee89021eed06fa8a,Example 11.2,Contoh 11.2,translated
O006-PSU-012-S0053,O006-PSU-012,Lesson11,bayesian-estimation,2b69c2e1d77a4096fa4d4de5164200961fa97e4940375d7b5798f63e4e2bd8fb, A traffic control engineer believes that the cars passing through a particular intersection arrive at a mean rate , Seorang insinyur pengendalian lalu lintas meyakini bahwa mobil yang melewati suatu persimpangan tertentu tiba dengan laju rataan ,translated
O006-PSU-012-S0054,O006-PSU-012,Lesson11,bayesian-estimation,2f2d7dd7bc29b55f5f9046fe1d13daccb288843f25631c0a358c350d98ee51bb," equal to either 3 or 5 for a given time interval. Prior to collecting any data, the engineer believes that it is much more likely that the rate "," yang sama dengan 3 atau 5 untuk suatu selang waktu tertentu. Sebelum mengumpulkan data apa pun, insinyur tersebut meyakini bahwa laju ",translated
O006-PSU-012-S0055,O006-PSU-012,Lesson11,bayesian-estimation,ffd338c2808c175e57025c8e8b4d343d84abe9c4a2a5774d1d143468a3074218, than , lebih mungkin daripada ,translated
O006-PSU-012-S0056,O006-PSU-012,Lesson11,bayesian-estimation,a91371dcf78572503c75d8f5ebdcd3b873c633eed4fe9e6b01b2a2e60ef64842,". In fact, the engineer believes that the prior probabilities are:",". Bahkan, insinyur tersebut meyakini bahwa peluang priornya adalah:",translated
O006-PSU-012-S0057,O006-PSU-012,Lesson11,bayesian-estimation,defd907d3f28723be15e700df9af2220cbb13d50a32db6fd74ac07ef3939a31f,"One day, during a a randomly selected time interval, the engineer observes ","Pada suatu hari, selama selang waktu yang dipilih secara acak, insinyur tersebut mengamati ",translated
O006-PSU-012-S0058,O006-PSU-012,Lesson11,bayesian-estimation,4ae1e5fa65002c3e837d128371ea75954cc5beac0b277c4d0bb8089f8d3ad8ac," cars pass through the intersection. In light of the engineer’s observation, what is the probability that "," mobil melewati persimpangan itu. Berdasarkan pengamatan insinyur tersebut, berapakah peluang bahwa ",translated
O006-PSU-012-S0059,O006-PSU-012,Lesson11,bayesian-estimation,3df269b3050b3ece93326e64725acf68b394f516b168147ecd78fc7fba71fc4c, And what is the probability that , Dan berapakah peluang bahwa ,translated
O006-PSU-012-S0060,O006-PSU-012,Lesson11,solution-1,22927695994eab589c7601a6b15df4d9dc67c5aceb9a74cdb965444b9b8362a6,Solution,Penyelesaian,translated
O006-PSU-012-S0061,O006-PSU-012,Lesson11,solution-1,15e6e160e1048c8d9659fd884661e732577102342a0db7593b8f4d0409ff3c55,The first thing you should notice in this example is that we are talking about finding the probability that a parameter ,Hal pertama yang perlu Anda perhatikan dalam contoh ini adalah bahwa kita sedang membahas cara mencari peluang bahwa suatu parameter ,translated
O006-PSU-012-S0062,O006-PSU-012,Lesson11,solution-1,4a3a5ac8c0b3110b8de4c9881c656b34092f3a782f92ceecf5bbc4ef5d03bebd," takes on a particular value. In one fell swoop, we’ve just turned everything that we’ve learned in Stat 414 and Stat 415 on its head! The next thing you should notice, after recovering from the dizziness of your headstand, is that we already have the tools necessary to calculate the desired probabilities. Just stick your hand in your probability tool box, and pull out Bayes’ Theorem."," mengambil nilai tertentu. Dalam sekejap, kita baru saja membalikkan seluruh hal yang telah kita pelajari dalam Stat 414 dan Stat 415! Hal berikutnya yang perlu Anda perhatikan, setelah pulih dari rasa pusing akibat keadaan terbalik itu, adalah bahwa kita sebenarnya sudah memiliki perangkat yang diperlukan untuk menghitung peluang yang diinginkan. Cukup ambil Teorema Bayes dari kotak perangkat peluang kita.",translated
O006-PSU-012-S0063,O006-PSU-012,Lesson11,solution-1,1f44e69b1152623ca06ebc86e3a0baae38891f0a2ef3d2639759cb590c755604,"Now, simply by using the definition of conditional probability, we know that the probability that ","Sekarang, hanya dengan menggunakan definisi peluang bersyarat, kita mengetahui bahwa peluang ",translated
O006-PSU-012-S0064,O006-PSU-012,Lesson11,solution-1,04330d9437e30d607038a30d8318be86d219eac3e29dbce719a85d2bd5121a79, given that , dengan syarat ,translated
O006-PSU-012-S0065,O006-PSU-012,Lesson11,solution-1,ccd4554f9c2a0a240cbe274a4447ae7d6933d28a26c80815a1475dff5ad731bd, is:, adalah:,translated
O006-PSU-012-S0066,O006-PSU-012,Lesson11,solution-1,34396d2a43360498f30ff24b86c60455e9491fa4dd514e27c2657296e6f3e811,which can be written using Bayes’ Theorem as:,yang dapat dituliskan dengan menggunakan Teorema Bayes sebagai:,translated
O006-PSU-012-S0067,O006-PSU-012,Lesson11,solution-1,6f16e9d6d181519de5b96638073dea11eb8c12591bfc55839ada82f0fe2d35bc,We can use the Poisson cumulative probability table in the back of our text book to find,Kita dapat menggunakan tabel peluang kumulatif Poisson di bagian belakang buku teks untuk mencari,translated
O006-PSU-012-S0068,O006-PSU-012,Lesson11,solution-1,46fa046e14f9b4065899b5e604fdb79fb32a352ad4e8cb1d542b79f5cc7528ea, They are:, Nilainya adalah:,translated
O006-PSU-012-S0069,O006-PSU-012,Lesson11,solution-1,fcc7b8bec7df790940294e5fc810ef3cb947a1e22a4beb49861617b606bcdbea,"Now, we have everything we need to finalize our calculation of the desired probability:",Sekarang kita memiliki semua yang diperlukan untuk menuntaskan penghitungan peluang yang diinginkan:,translated
O006-PSU-012-S0070,O006-PSU-012,Lesson11,bayesian-estimation,6a5110c6d77a961cb89b9d47d56a3b3389274df12df33faf788edce227ade4e6,"Hmmm. Let’s summarize. The initial probability, in this case, ","Hmm. Mari kita rangkum. Peluang awal, dalam kasus ini, ",translated
O006-PSU-012-S0071,O006-PSU-012,Lesson11,bayesian-estimation,cf5ce383e9175589c08050914732f9fb1ee2e629bacd1310b491291989d73607, is called the , disebut ,translated
O006-PSU-012-S0072,O006-PSU-012,Lesson11,bayesian-estimation,f0d64be3e187752f97d447d5f58cbc8c9397bd402725eef1bab1c1590ea24982,prior probability,peluang prior,translated
O006-PSU-012-S0073,O006-PSU-012,Lesson11,bayesian-estimation,b40d51b3027667285e491e80755b9f775fccb20f1120f3d1c1dd1dc664b27c04,". That’s because it is the probability that the parameter takes on a particular value prior to taking into account any new information. The newly calculated probability, that is:",". Hal itu karena peluang tersebut menyatakan peluang parameter mengambil nilai tertentu sebelum informasi baru diperhitungkan. Peluang yang baru dihitung, yaitu:",translated
O006-PSU-012-S0074,O006-PSU-012,Lesson11,bayesian-estimation,69714dc9b73d2bccf0c0f51e3126f43df23044cd23007a6993cf41632ace83af,is called the ,disebut ,translated
O006-PSU-012-S0075,O006-PSU-012,Lesson11,bayesian-estimation,e9aa01f0eb71de3abcbb7ef36c18cc07a07ee80f0bd4bff60eae23bcc5f7992a,posterior probability,peluang posterior,translated
O006-PSU-012-S0076,O006-PSU-012,Lesson11,bayesian-estimation,3006e1f147c7a2584143e0aae9d2637e606a17f74f93b81ae1f6cf9fe18a6a8b,". That’s because it is the probability that the parameter takes on a particular value posterior to, that is, after, taking into account the new information. In this case, we have seen that the probability that ",". Hal itu karena peluang tersebut menyatakan peluang parameter mengambil nilai tertentu setelah informasi baru diperhitungkan. Dalam kasus ini, kita telah melihat bahwa peluang ",translated
O006-PSU-012-S0077,O006-PSU-012,Lesson11,bayesian-estimation,0844fe5e95567da05a4286978e380433a70daf326bacb8735b7cf5127b9c3bc5, has decreased from 0.7 (the prior probability) to 0.328 (the posterior probability) with the information obtained from the observation ," turun dari 0,7 (peluang prior) menjadi 0,328 (peluang posterior) setelah informasi dari pengamatan ",translated
O006-PSU-012-S0078,O006-PSU-012,Lesson11,bayesian-estimation,25de3bc0677cb3cee6a229885711620d27acec6379c2ba850feecf418581094a,A similar calculation can be made in finding ,Penghitungan serupa dapat dilakukan untuk mencari ,translated
O006-PSU-012-S0079,O006-PSU-012,Lesson11,bayesian-estimation,b40dd4def905335596dee41d9afe81cdf0f0583929323c24e0b5c6b7411d47f3,". In doing so, we see:",". Dengan melakukannya, kita memperoleh:",translated
O006-PSU-012-S0080,O006-PSU-012,Lesson11,bayesian-estimation,adcde6824e5f9584e40f141e5880d9fc3ad086242543e77eb20870cb8fbe1d91,"In this case, we see that the probability that ","Dalam kasus ini, kita melihat bahwa peluang ",translated
O006-PSU-012-S0081,O006-PSU-012,Lesson11,bayesian-estimation,2c4b0dcdf32794697c87c86ee7500a3f5280d64c6e97c1eb9e6af48e4e173f87, has increased from 0.3 (the prior probability) to 0.672 (the posterior probability) with the information obtained from the observation ," naik dari 0,3 (peluang prior) menjadi 0,672 (peluang posterior) setelah informasi dari pengamatan ",translated
O006-PSU-012-S0082,O006-PSU-012,Lesson11,bayesian-estimation,d88099fdc555609f135d4a755fc0cd3e2d793619e3cf983fc2ba2b7ebf2d90be,"That last example is good for illustrating the distinction between prior probabilities and posterior probabilities, but it falls a bit short as a practical example in the real world. That’s because the parameter in the example is assumed to take on only two possible values, namely ","Contoh terakhir tersebut baik untuk menggambarkan perbedaan antara peluang prior dan peluang posterior, tetapi kurang memadai sebagai contoh praktis di dunia nyata. Alasannya, parameter dalam contoh tersebut diasumsikan hanya dapat mengambil dua nilai, yaitu ",translated
O006-PSU-012-S0083,O006-PSU-012,Lesson11,bayesian-estimation,e1a3e78cb5c8858631bf81f94369a0be3fd2aebb9e852e66368b381c8feef91f, or , atau ,translated
O006-PSU-012-S0084,O006-PSU-012,Lesson11,bayesian-estimation,0191120d5a90706b8ca5acb27f0ce45d56d6066c663d819676c430dfe036f8e4,. In the case where the parameter space for a parameter ,. Jika ruang parameter bagi suatu parameter ,translated
