relative_path,url,final_url,status,content_type,last_modified,etag,bytes,sha256,rights_status
assets/415lesson0thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson0thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson0thumb.png,200,image/png,"Wed, 19 Aug 2026 19:23:11 GMT","""c14c-6596b55898d74""",49484,ff8bb9584eeee3ae73008537c2c895d94df560fc5a6d5d7539bafa0259bb0005,page-level-CC-BY-NC-4.0-no-component-exception-observed
assets/415lesson10thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson10thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson10thumb.png,200,image/png,"Wed, 19 Aug 2026 19:23:11 GMT","""c20f-6596b55898d74""",49679,c6ff6c636ce048a052978314eac60678d049e0353dbdc5cd05c609c13ec3a1a4,page-level-CC-BY-NC-4.0-no-component-exception-observed
assets/415lesson11thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson11thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson11thumb.png,200,image/png,"Wed, 19 Aug 2026 19:23:11 GMT","""be72-6596b55898d74""",48754,b94119b2f37a8a2e014bfc454eb13160e5fff6363c594892d2fba5b18e5b6705,page-level-CC-BY-NC-4.0-no-component-exception-observed
assets/415lesson12thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson12thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson12thumb.png,200,image/png,"Wed, 19 Aug 2026 19:23:11 GMT","""c187-6596b55898d74""",49543,5cca34aedc96a2cd7e280153d845226fb3805dfde24d833d37345aaeb1b4d2a7,page-level-CC-BY-NC-4.0-no-component-exception-observed
assets/415lesson1thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson1thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson1thumb.png,200,image/png,"Wed, 19 Aug 2026 19:23:11 GMT","""be37-6596b55898d74""",48695,2cf006d5cad78f56c9669d95cb9c17874e6cefd68c184749e21534ba0ee2e9e8,page-level-CC-BY-NC-4.0-no-component-exception-observed
assets/415lesson2thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson2thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson2thumb.png,200,image/png,"Wed, 19 Aug 2026 19:23:11 GMT","""c17a-6596b5589915c""",49530,9102cea74ff5dc9ed094075fd0191908d1b09e555a717691cd09ebbf1b1440f6,page-level-CC-BY-NC-4.0-no-component-exception-observed
assets/415lesson3thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson3thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson3thumb.png,200,image/png,"Wed, 19 Aug 2026 19:23:11 GMT","""c1f2-6596b5589915c""",49650,72dfefda630e43ecd5542931d441c9f60ed2021f3bc4b08a676e4d933a81b9b8,page-level-CC-BY-NC-4.0-no-component-exception-observed
assets/415lesson4thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson4thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson4thumb.png,200,image/png,"Wed, 19 Aug 2026 19:23:11 GMT","""bf29-6596b5589915c""",48937,55df9e8f2c735fc720ebce0402e86b0c1f17873c47d9907fa5b007eb9d826108,page-level-CC-BY-NC-4.0-no-component-exception-observed
assets/415lesson5thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson5thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson5thumb.png,200,image/png,"Wed, 19 Aug 2026 19:23:11 GMT","""c159-6596b5589915c""",49497,d6223edeb6ba6b8e30015942adc32878370c2843ba90d800cd472b7754f83e4d,page-level-CC-BY-NC-4.0-no-component-exception-observed
assets/415lesson6thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson6thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson6thumb.png,200,image/png,"Wed, 19 Aug 2026 19:23:11 GMT","""c1f2-6596b5589915c""",49650,d0051d83bc3fdfb62d6325de26069575512f3ba4956738e0775d31150c7d8ec5,page-level-CC-BY-NC-4.0-no-component-exception-observed
assets/415lesson7thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson7thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson7thumb.png,200,image/png,"Wed, 19 Aug 2026 19:23:11 GMT","""c008-6596b5589915c""",49160,d0ba27a5fe130008d7dfd98f4a7e026755562b9b41afe40ad3f6e360b8f908f5,page-level-CC-BY-NC-4.0-no-component-exception-observed
assets/415lesson8thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson8thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson8thumb.png,200,image/png,"Wed, 19 Aug 2026 19:23:11 GMT","""c287-6596b5589915c""",49799,80e82a8f26360a35b90f04b78fb4efa607a8e51d58dada54f9bf3a7b6fd5f2a0,page-level-CC-BY-NC-4.0-no-component-exception-observed
assets/415lesson9thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson9thumb.png,https://online.stat.psu.edu/stat415/assets/415lesson9thumb.png,200,image/png,"Wed, 19 Aug 2026 19:23:11 GMT","""c1e6-6596b5589915c""",49638,96acde2a7923835b2ae1115f7c7a6616dc6b1b4ab834dc122620b42fe2d7452e,page-level-CC-BY-NC-4.0-no-component-exception-observed
