ordinal,component_id,url,final_url,status,content_type,last_modified,etag,bytes,sha256,local_path
0,index,https://online.stat.psu.edu/stat415/,https://online.stat.psu.edu/stat415/,200,text/html; charset=UTF-8,"Wed, 19 Aug 2026 19:23:11 GMT","""12b63-6596b558a6064""",76643,610d1c54a29c501117de758740f037d7d7186729051b05205e7dbcf633acecf6,authority/upstream/stat415/index.html
1,Lesson00,https://online.stat.psu.edu/stat415/Lesson00,https://online.stat.psu.edu/stat415/Lesson00,200,text/html; charset=UTF-8,"Wed, 19 Aug 2026 19:23:11 GMT","""19c9b-6596b558887bc""",105627,81d68a37bbe2ce635cd6d79769ce99e5ba29ea3c15f554f9db6913615045807f,authority/upstream/stat415/Lesson00.html
2,Lesson01,https://online.stat.psu.edu/stat415/Lesson01,https://online.stat.psu.edu/stat415/Lesson01,200,text/html; charset=UTF-8,"Wed, 19 Aug 2026 19:23:11 GMT","""14a57-6596b5588975c""",84567,6b3bf5ba7b5cc7960fb4eddec931088f51f588a879444630a83238767fbfce85,authority/upstream/stat415/Lesson01.html
3,Lesson02,https://online.stat.psu.edu/stat415/Lesson02,https://online.stat.psu.edu/stat415/Lesson02,200,text/html; charset=UTF-8,"Wed, 19 Aug 2026 19:23:11 GMT","""16cea-6596b55889b44""",93418,29890184a4f2ba91fcd10425e0a941e7eab0f3ac9ab158b2ba469d0744ec69e5,authority/upstream/stat415/Lesson02.html
4,Lesson03,https://online.stat.psu.edu/stat415/Lesson03,https://online.stat.psu.edu/stat415/Lesson03,200,text/html; charset=UTF-8,"Wed, 19 Aug 2026 19:23:11 GMT","""1d08d-6596b55889f2c""",118925,26dd4efe75abc879a5316c215eaedbfe713c77e742898eb86e7f3d88cb0c04c9,authority/upstream/stat415/Lesson03.html
5,Lesson04,https://online.stat.psu.edu/stat415/Lesson04,https://online.stat.psu.edu/stat415/Lesson04,200,text/html; charset=UTF-8,"Wed, 19 Aug 2026 19:23:11 GMT","""1a076-6596b55889f2c""",106614,9fe5790e577c6ce0b808c92683aea45442187f80f74d540b20bd4514bdefc060,authority/upstream/stat415/Lesson04.html
6,Lesson05,https://online.stat.psu.edu/stat415/Lesson05,https://online.stat.psu.edu/stat415/Lesson05,200,text/html; charset=UTF-8,"Wed, 19 Aug 2026 19:23:11 GMT","""2e764-6596b5588aecc""",190308,dac6ce7c81922118cb9c03b47c2229cf2fa505db804aa45d7960dd166ef0ef8d,authority/upstream/stat415/Lesson05.html
7,Lesson06,https://online.stat.psu.edu/stat415/Lesson06,https://online.stat.psu.edu/stat415/Lesson06,200,text/html; charset=UTF-8,"Wed, 19 Aug 2026 19:23:11 GMT","""12cea-6596b5588ba84""",77034,abac3002d3f325814503b40a67277a5c9eca8ac6b60e4907bbce15eb0d6b5d06,authority/upstream/stat415/Lesson06.html
8,Lesson07,https://online.stat.psu.edu/stat415/Lesson07,https://online.stat.psu.edu/stat415/Lesson07,200,text/html; charset=UTF-8,"Wed, 19 Aug 2026 19:23:11 GMT","""19a42-6596b5588be6c""",105026,2351d07b45be5be79373d0e641a38703b2554c729c250537791c271bce85018c,authority/upstream/stat415/Lesson07.html
9,Lesson08,https://online.stat.psu.edu/stat415/Lesson08,https://online.stat.psu.edu/stat415/Lesson08,200,text/html; charset=UTF-8,"Wed, 19 Aug 2026 19:23:11 GMT","""21124-6596b5588ce0c""",135460,7d2d365cc7300a2ef54edf82b79fca07899a8e8dcc5fb437237cbaf4501f6953,authority/upstream/stat415/Lesson08.html
10,Lesson09,https://online.stat.psu.edu/stat415/Lesson09,https://online.stat.psu.edu/stat415/Lesson09,200,text/html; charset=UTF-8,"Wed, 19 Aug 2026 19:23:11 GMT","""1c0d5-6596b5588d9c4""",114901,87d1401304f866ae3cff6b182dbf92a64b43e92c1c024e684b895187a9e61319,authority/upstream/stat415/Lesson09.html
11,Lesson10,https://online.stat.psu.edu/stat415/Lesson10,https://online.stat.psu.edu/stat415/Lesson10,200,text/html; charset=UTF-8,"Wed, 19 Aug 2026 19:23:11 GMT","""254bf-6596b5588ddac""",152767,0cb938a114d27b03ef3196c24a2e87b79a1a466b9dcbe370e6e6553947446bf5,authority/upstream/stat415/Lesson10.html
12,Lesson11,https://online.stat.psu.edu/stat415/Lesson11,https://online.stat.psu.edu/stat415/Lesson11,200,text/html; charset=UTF-8,"Wed, 19 Aug 2026 19:23:11 GMT","""1841f-6596b5588e194""",99359,4a007ab235242a27f000a8e8865fab06d2b8507a2e2e7400faf6112ce83a7c32,authority/upstream/stat415/Lesson11.html
13,Lesson12,https://online.stat.psu.edu/stat415/Lesson12,https://online.stat.psu.edu/stat415/Lesson12,200,text/html; charset=UTF-8,"Wed, 19 Aug 2026 19:23:11 GMT","""2335c-6596b5588e964""",144220,89569622b8fea9bcfc17d51717002ab9840b44e6d80a34ee476d94acd45b515d,authority/upstream/stat415/Lesson12.html
