record_type,scenario_id,denominator_id,model_id,prior_id,kappa,discrepancy,observed_definition,observed_median,observed_low_95,observed_high_95,replicate_median,replicate_low_95,replicate_high_95,tail_area,replications,rng,rng_seed,rng_stream,mcse,boundary_cells_observed,design_id,q,residual_df,information_rank,minimum_standardized_eigenvalue,identifiability_tolerance,profile_log_kappa_min,profile_log_kappa_max,profile_step,profile_boundary_maximum,hyperprior_sensitivity_available,dispersion_identified,sequential_claim,empirical_test_scope,conditional_on_model_assumptions,status,reason
posterior_predictive,primary,primary_conservative_method_1,M0,beta_2_2,4,pearson,paired_draw_parameter_dependent,10.3742045505751,9.30479538664405,22.4056823868104,10.3552247028333,4.84929587112813,28.7278616776674,0.45302,100000,NumPy PCG64,2026083002,1,0.00157414382951495,7,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
posterior_predictive,primary,primary_conservative_method_1,M0,beta_2_2,4,max_abs_standardized_residual,paired_draw_parameter_dependent,1.63309542728765,1.22788628495611,2.96054485755274,1.85277106246379,0.89183476083756,4.03918797129187,0.6042,100000,NumPy PCG64,2026083002,1,0.00154642283997618,7,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
posterior_predictive,primary,primary_conservative_method_1,M0,beta_2_2,4,boundary_cell_count,fixed_observed_count,7,7,7,6,2,10,0.39667,100000,NumPy PCG64,2026083002,1,0.00154700649998634,7,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
posterior_predictive,primary,primary_conservative_method_1,M0,beta_2_2,4,max_prespecified_design_contrast,fixed_observed_design_contrasts,0.1,0.1,0.1,0.1,0.0476190476190477,0.201538461538462,0.54156,100000,NumPy PCG64,2026083002,1,0.00157566737098919,7,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
posterior_predictive,primary,primary_conservative_method_1,M1,beta_2_2,4,pearson,paired_draw_parameter_dependent,19.1353415762785,11.0636581011815,30.745898870045,10.9561243356101,4.51506477075161,25.9418335527355,0.13822,100000,NumPy PCG64,2026083002,2,0.00109139924683866,7,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
posterior_predictive,primary,primary_conservative_method_1,M1,beta_2_2,4,max_abs_standardized_residual,paired_draw_parameter_dependent,2.08744805090374,1.48906390001738,3.02202230630654,1.83657134238449,1.08604755064416,3.6448259012681,0.37128,100000,NumPy PCG64,2026083002,2,0.00152784541626435,7,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
posterior_predictive,primary,primary_conservative_method_1,M1,beta_2_2,4,boundary_cell_count,fixed_observed_count,7,7,7,2,0,5,0.00425,100000,NumPy PCG64,2026083002,2,0.000205716734856453,7,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
posterior_predictive,primary,primary_conservative_method_1,M1,beta_2_2,4,max_prespecified_design_contrast,fixed_observed_design_contrasts,0.1,0.1,0.1,0.258333333333333,0.125,0.5,0.99687,100000,NumPy PCG64,2026083002,2,0.000176640966369638,7,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
sparsity_boundary,primary,primary_conservative_method_1,data_audit,beta_2_2,4,boundary_cell_count,,,,,,,,,,,,,,7,,,,,,,,,,,,,,descriptive_aggregate_count_audit,false,observed,Boundary cells are valid Binomial counts; no pseudocount or continuity correction was added.
posterior_predictive,secondary_liberal,secondary_liberal_method_2,M0,beta_2_2,4,pearson,paired_draw_parameter_dependent,22.3618316310769,20.889642257988,33.1518907459751,11.2011120343823,4.52681234724123,24.3712087717269,0.03649,100000,NumPy PCG64,2026083002,3,0.00059294586515128,3,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
posterior_predictive,secondary_liberal,secondary_liberal_method_2,M0,beta_2_2,4,max_abs_standardized_residual,paired_draw_parameter_dependent,2.40015026354677,2.17544467459873,3.2749590410295,1.83028786330476,1.11706977196769,3.38020611323053,0.18448,100000,NumPy PCG64,2026083002,3,0.00122656891204693,3,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
posterior_predictive,secondary_liberal,secondary_liberal_method_2,M0,beta_2_2,4,boundary_cell_count,fixed_observed_count,3,3,3,1,0,3,0.05477,100000,NumPy PCG64,2026083002,3,0.000719515441807888,3,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
posterior_predictive,secondary_liberal,secondary_liberal_method_2,M0,beta_2_2,4,max_prespecified_design_contrast,fixed_observed_design_contrasts,0.25,0.25,0.25,0.183333333333333,0.096989966555184,0.3125,0.14903,100000,NumPy PCG64,2026083002,3,0.00112614412532322,3,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
posterior_predictive,secondary_liberal,secondary_liberal_method_2,M1,beta_2_2,4,pearson,paired_draw_parameter_dependent,14.7978498012607,7.34064561849323,26.6681170248462,11.1309865044187,4.46295354962364,24.5733494296013,0.29797,100000,NumPy PCG64,2026083002,4,0.00144631904882706,3,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
posterior_predictive,secondary_liberal,secondary_liberal_method_2,M1,beta_2_2,4,max_abs_standardized_residual,paired_draw_parameter_dependent,2.00438962669077,1.33698395398251,3.06006286369131,1.86240640174207,1.1046913430553,3.39062180151314,0.42307,100000,NumPy PCG64,2026083002,4,0.00156231166897006,3,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
posterior_predictive,secondary_liberal,secondary_liberal_method_2,M1,beta_2_2,4,boundary_cell_count,fixed_observed_count,3,3,3,1,0,3,0.08965,100000,NumPy PCG64,2026083002,4,0.000903398458599526,3,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
posterior_predictive,secondary_liberal,secondary_liberal_method_2,M1,beta_2_2,4,max_prespecified_design_contrast,fixed_observed_design_contrasts,0.25,0.25,0.25,0.363043478260869,0.196022727272727,0.616666666666667,0.89858,100000,NumPy PCG64,2026083002,4,0.000954641207993872,3,,,,,,,,,,,,,,posterior_predictive_diagnostic_not_classical_p_value,true,ok_conditional_monte_carlo,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
sparsity_boundary,secondary_liberal,secondary_liberal_method_2,data_audit,beta_2_2,4,boundary_cell_count,,,,,,,,,,,,,,3,,,,,,,,,,,,,,descriptive_aggregate_count_audit,false,observed,Boundary cells are valid Binomial counts; no pseudocount or continuity correction was added.
dispersion_identifiability,primary,primary_conservative_method_1,beta_binomial_overdispersion_candidate,,,,,,,,,,,,,,,,,,intercept_only,1,10,2,0.875255312128547,1e-06,-4,12,0.5,false,false,false,,deterministic_identifiability_gate_not_a_model_selection_test,true,unsupported_identification,"unsupported_identification: hyperprior sensitivity is unavailable in the frozen contract; aggregate cells do not separate overdispersion, cell heterogeneity, and dependence"
dispersion_identifiability,primary,primary_conservative_method_1,cell_specific_binomial_plus_dispersion,,,,,,,,,,,,,,,,,,saturated_cell_means,12,-1,0,,1e-06,-4,12,0.5,,false,false,,deterministic_identifiability_gate_not_a_model_selection_test,true,not_identifiable_saturated,Twelve free cell means leave no between-cell replication for an additional dispersion mechanism.
dispersion_identifiability,secondary_liberal,secondary_liberal_method_2,beta_binomial_overdispersion_candidate,,,,,,,,,,,,,,,,,,intercept_only,1,10,2,0.792621367784202,1e-06,-4,12,0.5,false,false,false,,deterministic_identifiability_gate_not_a_model_selection_test,true,unsupported_identification,"unsupported_identification: hyperprior sensitivity is unavailable in the frozen contract; aggregate cells do not separate overdispersion, cell heterogeneity, and dependence"
dispersion_identifiability,secondary_liberal,secondary_liberal_method_2,cell_specific_binomial_plus_dispersion,,,,,,,,,,,,,,,,,,saturated_cell_means,12,-1,0,,1e-06,-4,12,0.5,,false,false,,deterministic_identifiability_gate_not_a_model_selection_test,true,not_identifiable_saturated,Twelve free cell means leave no between-cell replication for an additional dispersion mechanism.
optional_stopping,primary,primary_conservative_method_1,M1_over_M0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,fixed_aggregate_dataset_only,true,not_available,"No stopping history, filtration, monitoring rule, or frozen sequential thresholds are present."
assumption_scope,primary,primary_conservative_method_1,all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,conditional_illustrative,conditional_illustrative: aggregate evidence does not prove disjoint independent Bernoulli units or one qualifying initiation per hen
